"id","start","end","chromosome","probeID","sourceID","IDtype"
"LOC399900",0,0,0,"7940598","ENSG00000279491","ensembl"
"INCENP",0,0,0,"7940600","ENSG00000149503","ensembl"
"SCGB1D1",0,0,0,"7940622","ENSG00000168515","ensembl"
"SCGB2A1",0,0,0,"7940626","ENSG00000124939","ensembl"
"SCGB1D2",0,0,0,"7940630","ENSG00000124935","ensembl"
"SCGB2A2",0,0,0,"7940636","ENSG00000110484","ensembl"
"ASRGL1",0,0,0,"7940643","ENSG00000162174","ensembl"
"SCGB1A1",0,0,0,"7940654","ENSG00000149021","ensembl"
"ROM1",0,0,0,"7940662","ENSG00000149489","ensembl"
"SNORA57",0,0,0,"7940667","ENSG00000206597,ENSG00000214756","ensembl"
"C11orf83",0,0,0,"7940669","ENSG00000204922","ensembl"
"GNG3",0,0,0,"7940673","ENSG00000162188","ensembl"
"TTC9C",0,0,0,"7940679","ENSG00000162222","ensembl"
"POLR2G",0,0,0,"7940688","ENSG00000168002","ensembl"
"TAF6L",0,0,0,"7940698","ENSG00000162227","ensembl"
"TMEM179B",0,0,0,"7940711","ENSG00000185475","ensembl"
"SLC3A2",0,0,0,"7940717","ENSG00000168003","ensembl"
"SLC22A10",0,0,0,"7940737","ENSG00000184999","ensembl"
"SLC22A9",0,0,0,"7940749","ENSG00000149742","ensembl"
"LGALS12",0,0,0,"7940762","ENSG00000133317","ensembl"
"RARRES3",0,0,0,"7940775","ENSG00000133321","ensembl"
"RTN3",0,0,0,"7940781","ENSG00000133318","ensembl"
"C11orf84",0,0,0,"7940790","ENSG00000168005","ensembl"
"MARK2",0,0,0,"7940798","ENSG00000072518","ensembl"
"NAA40",0,0,0,"7940824","ENSG00000110583","ensembl"
"COX8A",0,0,0,"7940835","ENSG00000176340","ensembl"
"OTUB1",0,0,0,"7940840","ENSG00000167770","ensembl"
"FLRT1",0,0,0,"7940851","ENSG00000126500","ensembl"
"STIP1",0,0,0,"7940857","ENSG00000168439","ensembl"
"FERMT3",0,0,0,"7940869","ENSG00000149781","ensembl"
"NUDT22",0,0,0,"7940884","ENSG00000149761","ensembl"
"DNAJC4",0,0,0,"7940891","ENSG00000149761,ENSG00000110011","ensembl"
"VEGFB",0,0,0,"7940904","ENSG00000110011,ENSG00000173511","ensembl"
"FKBP2",0,0,0,"7940914","ENSG00000173486","ensembl"
"PLCB3",0,0,0,"7940924","ENSG00000149782","ensembl"
"GPR137",0,0,0,"7940959","ENSG00000173264","ensembl"
"KCNK4",0,0,0,"7940971","ENSG00000257069,ENSG00000182450","ensembl"
"ESRRA",0,0,0,"7940989","ENSG00000173153","ensembl"
"PRDX5",0,0,0,"7940996","ENSG00000126432","ensembl"
"CCDC88B",0,0,0,"7941004","ENSG00000168071","ensembl"
"RPS6KA4",0,0,0,"7941039","ENSG00000162302","ensembl"
"LOC439914",0,0,0,"7941059","ENSG00000181908","ensembl"
"SLC22A11",0,0,0,"7941062","ENSG00000168065","ensembl"
"SLC22A12",0,0,0,"7941074","ENSG00000197891","ensembl"
"PPP2R5B",0,0,0,"7941087","ENSG00000068971","ensembl"
"ARL2",0,0,0,"7941104","ENSG00000213465","ensembl"
"SNX15",0,0,0,"7941111","ENSG00000110025,ENSG00000273003","ensembl"
"SAC3D1",0,0,0,"7941122","ENSG00000110025,ENSG00000168061","ensembl"
"ZFPL1",0,0,0,"7941127","ENSG00000162300","ensembl"
"C11orf2",0,0,0,"7941136","ENSG00000149823","ensembl"
"TM7SF2",0,0,0,"7941148","ENSG00000149823,ENSG00000149809","ensembl"
"MRPL49",0,0,0,"7941164","ENSG00000149792","ensembl"
"SPDYC",0,0,0,"7941172","ENSG00000204710","ensembl"
"CAPN1",0,0,0,"7941179","ENSG00000014216","ensembl"
"SLC22A20",0,0,0,"7941203","ENSG00000197847","ensembl"
"POLA2",0,0,0,"7941214","ENSG00000014138","ensembl"
"CDC42EP2",0,0,0,"7941236","ENSG00000149798","ensembl"
"DPF2",0,0,0,"7941243","ENSG00000133884","ensembl"
"TIGD3",0,0,0,"7941255","ENSG00000173825","ensembl"
"FRMD8",0,0,0,"7941260","ENSG00000126391","ensembl"
"LOC100291851",0,0,0,"7941269","ENSG00000173727","ensembl"
"MALAT1",0,0,0,"7941272","ENSG00000251562","ensembl"
"SCYL1",0,0,0,"7941274","ENSG00000142186","ensembl"
"SSSCA1",0,0,0,"7941296","ENSG00000173465","ensembl"
"FAM89B",0,0,0,"7941302","ENSG00000173465,ENSG00000176973","ensembl"
"SIPA1",0,0,0,"7941311","ENSG00000213445","ensembl"
"PCNXL3",0,0,0,"7941364","ENSG00000197136","ensembl"
"KAT5",0,0,0,"7941382","ENSG00000172977","ensembl"
"OVOL1",0,0,0,"7941401","ENSG00000172818","ensembl"
"SNX32",0,0,0,"7941408","ENSG00000172803","ensembl"
"MUS81",0,0,0,"7941425","ENSG00000172732","ensembl"
"CTSW",0,0,0,"7941444","ENSG00000172543","ensembl"
"CCDC85B",0,0,0,"7941457","ENSG00000175602","ensembl"
"DRAP1",0,0,0,"7941460","ENSG00000175550","ensembl"
"TSGA10IP",0,0,0,"7941469","ENSG00000175513","ensembl"
"SART1",0,0,0,"7941478","ENSG00000175467","ensembl"
"BANF1",0,0,0,"7941501","ENSG00000175334","ensembl"
"CST6",0,0,0,"7941505","ENSG00000175315","ensembl"
"SF3B2",0,0,0,"7941511","ENSG00000087365","ensembl"
"PACS1",0,0,0,"7941537","ENSG00000175115","ensembl"
"KLC2",0,0,0,"7941565","ENSG00000174996","ensembl"
"RAB1B",0,0,0,"7941583","ENSG00000174903","ensembl"
"CNIH2",0,0,0,"7941587","ENSG00000174871","ensembl"
"TMEM151A",0,0,0,"7941594","ENSG00000179292","ensembl"
"NPAS4",0,0,0,"7941599","ENSG00000174576","ensembl"
"PELI3",0,0,0,"7941610","ENSG00000174516","ensembl"
"DPP3",0,0,0,"7941621","ENSG00000254986","ensembl"
"BBS1",0,0,0,"7941639","ENSG00000256349,ENSG00000174483","ensembl"
"ACTN3",0,0,0,"7941662","ENSG00000248746","ensembl"
"CCS",0,0,0,"7941685","ENSG00000173992","ensembl"
"RBM14",0,0,0,"7941694","ENSG00000239306","ensembl"
"RBM4",0,0,0,"7941709","ENSG00000248643,ENSG00000173933","ensembl"
"C11orf80",0,0,0,"7941714","ENSG00000173715","ensembl"
"RCE1",0,0,0,"7941732","ENSG00000173653","ensembl"
"LRFN4",0,0,0,"7941743","ENSG00000173621","ensembl"
"C11orf86",0,0,0,"7941746","ENSG00000173237","ensembl"
"SYT12",0,0,0,"7941749","ENSG00000173227","ensembl"
"RHOD",0,0,0,"7941761","ENSG00000173156","ensembl"
"KDM2A",0,0,0,"7941769","ENSG00000173120","ensembl"
"ADRBK1",0,0,0,"7941797","ENSG00000173020","ensembl"
"ANKRD13D",0,0,0,"7941822","ENSG00000172932","ensembl"
"SSH3",0,0,0,"7941843","ENSG00000172830","ensembl"
"RAD9A",0,0,0,"7941865","ENSG00000172613","ensembl"
"TBC1D10C",0,0,0,"7941879","ENSG00000175463","ensembl"
"CARNS1",0,0,0,"7941890","ENSG00000172508","ensembl"
"RPS6KB2",0,0,0,"7941900","ENSG00000175634","ensembl"
"CABP4",0,0,0,"7941917","ENSG00000175544","ensembl"
"AIP",0,0,0,"7941927","ENSG00000110711","ensembl"
"GSTP1",0,0,0,"7941936","ENSG00000084207","ensembl"
"NDUFV1",0,0,0,"7941946","ENSG00000167792","ensembl"
"ALDH3B1",0,0,0,"7941961","ENSG00000006534","ensembl"
"NDUFS8",0,0,0,"7941976","ENSG00000110717","ensembl"
"TCIRG1",0,0,0,"7941985","ENSG00000110719","ensembl"
"LRP5",0,0,0,"7942007","ENSG00000162337","ensembl"
"PPP6R3",0,0,0,"7942032","ENSG00000110075","ensembl"
"GAL",0,0,0,"7942064","ENSG00000069482","ensembl"
"IGHMBP2",0,0,0,"7942073","ENSG00000132740","ensembl"
"TPCN2",0,0,0,"7942091","ENSG00000162341","ensembl"
"MYEOV",0,0,0,"7942118","ENSG00000172927","ensembl"
"CCND1",0,0,0,"7942123","ENSG00000110092","ensembl"
"ANO1",0,0,0,"7942135","ENSG00000131620","ensembl"
"FADD",0,0,0,"7942168","ENSG00000168040","ensembl"
"PPFIA1",0,0,0,"7942174","ENSG00000131626","ensembl"
"CTTN",0,0,0,"7942204","ENSG00000085733","ensembl"
"C11orf76",0,0,0,"7942228","ENSG00000171671","ensembl"
"NADSYN1",0,0,0,"7942232","ENSG00000172890","ensembl"
"KRTAP5-7",0,0,0,"7942255","ENSG00000244411","ensembl"
"KRTAP5-9",0,0,0,"7942261","ENSG00000254997","ensembl"
"KRTAP5-10",0,0,0,"7942267","ENSG00000204572","ensembl"
"OR7E87P",0,0,0,"7960896","ENSG00000184055,ENSG00000280996,ENSG00000251166,ENSG00000205897,ENSG00000179170,ENSG00000238152,ENSG00000177586","ensembl"
"FAM86C",0,0,0,"7942279","ENSG00000158483","ensembl"
"DEFB108B",0,0,0,"7942284","ENSG00000215371,ENSG00000276378,ENSG00000229907,ENSG00000188438,ENSG00000184276","ensembl"
"RNF121",0,0,0,"7942289","ENSG00000137522","ensembl"
"IL18BP",0,0,0,"7942300","ENSG00000137496","ensembl"
"LRTOMT",0,0,0,"7942315","ENSG00000184154","ensembl"
"FOLR3",0,0,0,"7942328","ENSG00000110203","ensembl"
"FOLR1",0,0,0,"7942332","ENSG00000110195","ensembl"
"INPPL1",0,0,0,"7942342","ENSG00000165458","ensembl"
"FOLR2",0,0,0,"7942372","ENSG00000165457","ensembl"
"ATG16L2",0,0,0,"7942381","ENSG00000168010","ensembl"
"P2RY2",0,0,0,"7942400","ENSG00000175591","ensembl"
"P2RY6",0,0,0,"7942409","ENSG00000171631","ensembl"
"ARHGEF17",0,0,0,"7942417","ENSG00000110237","ensembl"
"RELT",0,0,0,"7942439","ENSG00000054967","ensembl"
"PLEKHB1",0,0,0,"7942453","ENSG00000021300","ensembl"
"MRPL48",0,0,0,"7942465","ENSG00000175581","ensembl"
"PAAF1",0,0,0,"7942476","ENSG00000175575","ensembl"
"DNAJB13",0,0,0,"7950299","ENSG00000255847","ensembl"
"PPME1",0,0,0,"7942503","ENSG00000214517","ensembl"
"POLD3",0,0,0,"7942527","ENSG00000077514","ensembl"
"RNF169",0,0,0,"7942544","ENSG00000166439","ensembl"
"NEU3",0,0,0,"7942562","ENSG00000162139","ensembl"
"SLCO2B1",0,0,0,"7942569","ENSG00000137491","ensembl"
"RPS3",0,0,0,"7942586","ENSG00000149273","ensembl"
"SNORD15A",0,0,0,"7942592","ENSG00000149273,ENSG00000206941","ensembl"
"SNORD15B",0,0,0,"7942594","ENSG00000207445,ENSG00000149273","ensembl"
"SERPINH1",0,0,0,"7942596","ENSG00000149257","ensembl"
"MOGAT2",0,0,0,"7942603","ENSG00000166391","ensembl"
"DGAT2",0,0,0,"7942613","ENSG00000062282","ensembl"
"UVRAG",0,0,0,"7942626","ENSG00000198382","ensembl"
"LOC387790",0,0,0,"7942647","ENSG00000179240","ensembl"
"C11orf30",0,0,0,"7942650","ENSG00000158636","ensembl"
"TSKU",0,0,0,"7942674","ENSG00000182704","ensembl"
"ACER3",0,0,0,"7942679","ENSG00000078124","ensembl"
"B3GNT6",0,0,0,"7942693","ENSG00000198488","ensembl"
"CAPN5",0,0,0,"7942697","ENSG00000149260","ensembl"
"OMP",0,0,0,"7942715","ENSG00000254550","ensembl"
"MYO7A",0,0,0,"7942717","ENSG00000137474","ensembl"
"PAK1",0,0,0,"7950578","ENSG00000149269","ensembl"
"FLJ38894",0,0,0,"7942771","NA","ensembl"
"AQP11",0,0,0,"7942774","ENSG00000178301","ensembl"
"C11orf67",0,0,0,"7942783","ENSG00000087884","ensembl"
"THRSP",0,0,0,"7942793","ENSG00000151365","ensembl"
"KCTD21",0,0,0,"7950669","ENSG00000188997","ensembl"
"USP35",0,0,0,"7942798","ENSG00000118369","ensembl"
"RPS28",0,0,0,"7942824","ENSG00000233927,ENSG00000227077,ENSG00000237039,ENSG00000227097","ensembl"
"GCRG224",0,0,0,"7942830","NA","ensembl"
"C11orf82",0,0,0,"7942832","ENSG00000165490","ensembl"
"PCF11",0,0,0,"7942839","ENSG00000165494","ensembl"
"ANKRD42",0,0,0,"7942875","NA","ensembl"
"TMEM126B",0,0,0,"7942879","ENSG00000171204","ensembl"
"TMEM126A",0,0,0,"7942889","ENSG00000171202","ensembl"
"CCDC83",0,0,0,"7942896","ENSG00000150676","ensembl"
"EED",0,0,0,"7942914","ENSG00000074266","ensembl"
"C11orf73",0,0,0,"7942932","ENSG00000149196","ensembl"
"CCDC81",0,0,0,"7942941","ENSG00000149201","ensembl"
"PRSS23",0,0,0,"7942957","ENSG00000150687","ensembl"
"TMEM135",0,0,0,"7942964","ENSG00000166575","ensembl"
"TYR",0,0,0,"7942991","ENSG00000077498","ensembl"
"FOLH1B",0,0,0,"7942998","ENSG00000134612,ENSG00000086205","ensembl"
"TRIM49L1",0,0,0,"7943025","ENSG00000223417,ENSG00000150244,ENSG00000233802","ensembl"
"TRIM64",0,0,0,"7943031","ENSG00000223709,ENSG00000204450,ENSG00000189253,ENSG00000214891","ensembl"
"NAALAD2",0,0,0,"7943051","ENSG00000077616","ensembl"
"FAT3",0,0,0,"7943075","ENSG00000165323,ENSG00000282908","ensembl"
"MTNR1B",0,0,0,"7943098","ENSG00000134640","ensembl"
"CCDC67",0,0,0,"7943103","ENSG00000165325","ensembl"
"KIAA1731",0,0,0,"7943126","ENSG00000166004","ensembl"
"SCARNA9",0,0,0,"7943160","ENSG00000275146,ENSG00000199875,ENSG00000254911,ENSG00000273885","ensembl"
"C11orf54",0,0,0,"7943162","ENSG00000182919,ENSG00000284057","ensembl"
"MED17",0,0,0,"7943176","ENSG00000284057,ENSG00000042429","ensembl"
"HEPHL1",0,0,0,"7943197","ENSG00000181333","ensembl"
"PANX1",0,0,0,"7943218","ENSG00000110218","ensembl"
"FOLR4",0,0,0,"7943226","ENSG00000183560","ensembl"
"ANKRD49",0,0,0,"7943231","ENSG00000168876","ensembl"
"FUT4",0,0,0,"7943236","ENSG00000196371","ensembl"
"PIWIL4",0,0,0,"7943240","ENSG00000134627","ensembl"
"AMOTL1",0,0,0,"7943263","ENSG00000166025","ensembl"
"KDM4D",0,0,0,"7943282","ENSG00000186280","ensembl"
"SRSF8",0,0,0,"7943288","ENSG00000263465","ensembl"
"ENDOD1",0,0,0,"7943293","ENSG00000149218","ensembl"
"CEP57",0,0,0,"7943297","ENSG00000166037","ensembl"
"JRKL",0,0,0,"7943314","ENSG00000183340","ensembl"
"CNTN5",0,0,0,"7943319","ENSG00000149972","ensembl"
"ARHGAP42",0,0,0,"7943349","ENSG00000165895","ensembl"
"TMEM133",0,0,0,"7943369","ENSG00000170647","ensembl"
"KIAA1377",0,0,0,"7943376","ENSG00000110318","ensembl"
"C11orf70",0,0,0,"7943387","ENSG00000137691","ensembl"
"YAP1",0,0,0,"7943398","ENSG00000137693","ensembl"
"BIRC3",0,0,0,"7943413","ENSG00000023445","ensembl"
"BIRC2",0,0,0,"7943424","ENSG00000110330","ensembl"
"DYNC2H1",0,0,0,"7943442","ENSG00000187240","ensembl"
"DDI1",0,0,0,"7943521","ENSG00000170967","ensembl"
"GRIA4",0,0,0,"7943530","ENSG00000152578","ensembl"
"AASDHPPT",0,0,0,"7943552","ENSG00000149313","ensembl"
"ELMOD1",0,0,0,"7943562","ENSG00000110675","ensembl"
"LOC643923",0,0,0,"7943573","ENSG00000110675","ensembl"
"RAB39",0,0,0,"7943577","ENSG00000179331","ensembl"
"CUL5",0,0,0,"7943580","ENSG00000166266","ensembl"
"ACAT1",0,0,0,"7943605","ENSG00000075239","ensembl"
"ATM",0,0,0,"7943620","ENSG00000149311","ensembl"
"DDX10",0,0,0,"7943690","ENSG00000178105","ensembl"
"SKCG-1",0,0,0,"7943707","ENSG00000203334","ensembl"
"C11orf87",0,0,0,"7943711","ENSG00000185742","ensembl"
"ZC3H12C",0,0,0,"7943715","ENSG00000149289","ensembl"
"FDX1",0,0,0,"7943721","ENSG00000137714","ensembl"
"C11orf53",0,0,0,"7943729","ENSG00000150750","ensembl"
"MIR34B",0,0,0,"7943736","ENSG00000207811","ensembl"
"MIR34C",0,0,0,"7943738","ENSG00000207811,ENSG00000207562","ensembl"
"C11orf88",0,0,0,"7943740","ENSG00000183644","ensembl"
"LAYN",0,0,0,"7943749","ENSG00000204381","ensembl"
"SIK2",0,0,0,"7943760","ENSG00000170145","ensembl"
"C11orf1",0,0,0,"7943779","ENSG00000137720","ensembl"
"HSPB2",0,0,0,"7943787","ENSG00000254445,ENSG00000170276","ensembl"
"C11orf52",0,0,0,"7943795","ENSG00000149300,ENSG00000254445","ensembl"
"DIXDC1",0,0,0,"7943803","ENSG00000150764","ensembl"
"DLAT",0,0,0,"7943827","ENSG00000150768","ensembl"
"C11orf57",0,0,0,"7943842","ENSG00000150776","ensembl"
"TEX12",0,0,0,"7943859","ENSG00000150783","ensembl"
"BCO2",0,0,0,"7943867","ENSG00000197580","ensembl"
"PTS",0,0,0,"7943882","ENSG00000150787","ensembl"
"LOC100132686",0,0,0,"7943890","ENSG00000268472","ensembl"
"NCAM1",0,0,0,"7943892","ENSG00000149294","ensembl"
"TTC12",0,0,0,"7943919","ENSG00000149292","ensembl"
"ANKK1",0,0,0,"7943943","ENSG00000170209","ensembl"
"HTR3B",0,0,0,"7943958","ENSG00000149305","ensembl"
"HTR3A",0,0,0,"7943969","ENSG00000166736","ensembl"
"ZBTB16",0,0,0,"7943984","ENSG00000109906","ensembl"
"NNMT",0,0,0,"7943998","ENSG00000166741","ensembl"
"RBM7",0,0,0,"7944006","ENSG00000076053,ENSG00000255663","ensembl"
"REXO2",0,0,0,"7944011","ENSG00000076043","ensembl"
"FAM55B",0,0,0,"7944023","ENSG00000204361","ensembl"
"APOC3",0,0,0,"8077204","ENSG00000110245","ensembl"
"PAFAH1B2",0,0,0,"7944042","ENSG00000168092","ensembl"
"SIDT2",0,0,0,"7944049","ENSG00000149577","ensembl"
"TAGLN",0,0,0,"7944082","ENSG00000149591","ensembl"
"RNF214",0,0,0,"7944096","ENSG00000167257","ensembl"
"CEP164",0,0,0,"7944113","ENSG00000110274","ensembl"
"FXYD2",0,0,0,"7951966","ENSG00000137731","ensembl"
"IL10RA",0,0,0,"7944152","ENSG00000110324","ensembl"
"TMPRSS4",0,0,0,"7944164","ENSG00000137648","ensembl"
"CD3E",0,0,0,"7944179","ENSG00000198851","ensembl"
"CD3G",0,0,0,"7944185","ENSG00000160654","ensembl"
"UBE4A",0,0,0,"7944195","ENSG00000110344","ensembl"
"ATP5L",0,0,0,"7944216","ENSG00000167283","ensembl"
"MLL",0,0,0,"7944223","ENSG00000118058","ensembl"
"TTC36",0,0,0,"7944271","ENSG00000172425","ensembl"
"TMEM25",0,0,0,"7944275","ENSG00000149582","ensembl"
"ARCN1",0,0,0,"7944285","ENSG00000095139","ensembl"
"PHLDB1",0,0,0,"7944302","ENSG00000019144","ensembl"
"CXCR5",0,0,0,"7944335","ENSG00000160683","ensembl"
"UPK2",0,0,0,"7944341","ENSG00000110375","ensembl"
"FOXR1",0,0,0,"7944351","ENSG00000176302,ENSG00000281277","ensembl"
"CCDC84",0,0,0,"7944365","ENSG00000186166,ENSG00000280975","ensembl"
"TRAPPC4",0,0,0,"7944375","ENSG00000280495,ENSG00000196655,ENSG00000283704,ENSG00000284577","ensembl"
"VPS11",0,0,0,"7944382","ENSG00000280616,ENSG00000160695","ensembl"
"HMBS",0,0,0,"7944401","ENSG00000256269,ENSG00000281702","ensembl"
"C2CD2L",0,0,0,"7944418","ENSG00000172375","ensembl"
"HINFP",0,0,0,"7944435","ENSG00000172273","ensembl"
"ABCG4",0,0,0,"7944447","ENSG00000172350","ensembl"
"NLRX1",0,0,0,"7944463","ENSG00000160703","ensembl"
"PDZD3",0,0,0,"7944478","ENSG00000172367","ensembl"
"CBL",0,0,0,"7944493","ENSG00000110395","ensembl"
"RNF26",0,0,0,"7944510","ENSG00000173456","ensembl"
"LOC729173",0,0,0,"7944527","ENSG00000176984","ensembl"
"OAF",0,0,0,"7944530","ENSG00000184232","ensembl"
"POU2F3",0,0,0,"7944537","ENSG00000137709","ensembl"
"TMEM136",0,0,0,"7944554","ENSG00000181264","ensembl"
"ARHGEF12",0,0,0,"7944560","ENSG00000196914","ensembl"
"GRIK4",0,0,0,"7944603","ENSG00000149403","ensembl"
"TBCEL",0,0,0,"7944623","ENSG00000154114","ensembl"
"TECTA",0,0,0,"7944632","ENSG00000109927","ensembl"
"SC5DL",0,0,0,"7944656","ENSG00000109929","ensembl"
"SORL1",0,0,0,"7944667","ENSG00000137642","ensembl"
"UBASH3B",0,0,0,"7944722","ENSG00000154127","ensembl"
"CRTAM",0,0,0,"7944739","ENSG00000109943","ensembl"
"C11orf63",0,0,0,"7944751","ENSG00000109944","ensembl"
"GRAMD1B",0,0,0,"7944769","ENSG00000023171","ensembl"
"OR8D4",0,0,0,"7944793","ENSG00000181518","ensembl"
"OR4D5",0,0,0,"7944795","ENSG00000171014","ensembl"
"OR10G4",0,0,0,"7944797","ENSG00000254737","ensembl"
"OR10G9",0,0,0,"7944799","ENSG00000236981,ENSG00000254737,ENSG00000182634","ensembl"
"OR10G8",0,0,0,"7944801","ENSG00000234560","ensembl"
"VWA5A",0,0,0,"7944803","ENSG00000110002","ensembl"
"OR10D1P",0,0,0,"7944825","ENSG00000196403","ensembl"
"OR10D3",0,0,0,"7944827","ENSG00000197309","ensembl"
"OR8G2",0,0,0,"7944834","ENSG00000181214","ensembl"
"OR8G5",0,0,0,"7944838","ENSG00000255298","ensembl"
"OR8A1",0,0,0,"7944843","ENSG00000196119","ensembl"
"PANX3",0,0,0,"7944845","ENSG00000154143","ensembl"
"TBRG1",0,0,0,"7944850","ENSG00000154144","ensembl"
"SIAE",0,0,0,"7944867","ENSG00000200278","ensembl"
"SPA17",0,0,0,"7944869","ENSG00000064199","ensembl"
"NRGN",0,0,0,"7944876","ENSG00000154146","ensembl"
"ROBO3",0,0,0,"7944882","ENSG00000154134","ensembl"
"HEPN1",0,0,0,"7944911","ENSG00000221932","ensembl"
"CCDC15",0,0,0,"7944913","ENSG00000149548","ensembl"
"SLC37A2",0,0,0,"7944931","ENSG00000134955","ensembl"
"PKNOX2",0,0,0,"7944955","ENSG00000165495","ensembl"
"EI24",0,0,0,"7944978","ENSG00000149547","ensembl"
"STT3A",0,0,0,"7944991","ENSG00000134910","ensembl"
"CHEK1",0,0,0,"7945014","ENSG00000149554","ensembl"
"PATE1",0,0,0,"7945033","ENSG00000171053","ensembl"
"HYLS1",0,0,0,"7945040","ENSG00000198331","ensembl"
"DDX25",0,0,0,"7945045","ENSG00000109832","ensembl"
"FAM118B",0,0,0,"7945058","ENSG00000197798","ensembl"
"FOXRED1",0,0,0,"7945071","ENSG00000110074","ensembl"
"TIRAP",0,0,0,"7945086","ENSG00000150455","ensembl"
"DCPS",0,0,0,"7945101","ENSG00000110063","ensembl"
"ST3GAL4",0,0,0,"7945110","ENSG00000110080","ensembl"
"NCRNA00288",0,0,0,"7945125","ENSG00000218109","ensembl"
"FLI1",0,0,0,"7945132","ENSG00000151702","ensembl"
"KCNJ5",0,0,0,"7945146","ENSG00000120457","ensembl"
"BARX2",0,0,0,"7945162","ENSG00000043039","ensembl"
"TMEM45B",0,0,0,"7945169","ENSG00000151715","ensembl"
"NCRNA00167",0,0,0,"7945177","ENSG00000233220","ensembl"
"APLP2",0,0,0,"7945182","ENSG00000084234","ensembl"
"ST14",0,0,0,"7945204","ENSG00000149418","ensembl"
"FLJ34521",0,0,0,"7945228","ENSG00000175773","ensembl"
"ADAMTS15",0,0,0,"7945232","ENSG00000166106","ensembl"
"C11orf44",0,0,0,"7945241","ENSG00000175728","ensembl"
"NTM",0,0,0,"7945245","ENSG00000182667","ensembl"
"JAM3",0,0,0,"7945262","ENSG00000166086","ensembl"
"VPS26B",0,0,0,"7945275","ENSG00000151502","ensembl"
"ACAD8",0,0,0,"7945283","ENSG00000151498","ensembl"
"GLB1L3",0,0,0,"7945296","ENSG00000166105","ensembl"
"GLB1L2",0,0,0,"7945321","ENSG00000149328","ensembl"
"FLJ45340",0,0,0,"8031992","ENSG00000282508,ENSG00000269981,ENSG00000237094,ENSG00000238035,ENSG00000280279,ENSG00000236438,ENSG00000239906,ENSG00000250575,ENSG00000243302,ENSG00000282339,ENSG00000228327","ensembl"
"BET1L",0,0,0,"7945349","ENSG00000177951","ensembl"
"SIRT3",0,0,0,"7945357","ENSG00000142082","ensembl"
"IFITM5",0,0,0,"7945368","ENSG00000206013","ensembl"
"IFITM3",0,0,0,"7945371","ENSG00000142089,ENSG00000270105","ensembl"
"SIGIRR",0,0,0,"7945377","ENSG00000185187","ensembl"
"ANO9",0,0,0,"7945394","ENSG00000185101","ensembl"
"RNH1",0,0,0,"7945420","ENSG00000276230,ENSG00000023191","ensembl"
"HRAS",0,0,0,"7945436","ENSG00000276536,ENSG00000174775","ensembl"
"MIR210",0,0,0,"7945460","ENSG00000199038","ensembl"
"IRF7",0,0,0,"7945462","ENSG00000276561,ENSG00000185507","ensembl"
"CDHR5",0,0,0,"7945475","ENSG00000273572,ENSG00000099834","ensembl"
"SCT",0,0,0,"7945498","ENSG00000274473,ENSG00000070031","ensembl"
"DEAF1",0,0,0,"7945503","ENSG00000177030","ensembl"
"PDDC1",0,0,0,"7945521","ENSG00000177225","ensembl"
"CEND1",0,0,0,"7945536","ENSG00000184524","ensembl"
"SLC25A22",0,0,0,"7945539","ENSG00000177542","ensembl"
"LRDD",0,0,0,"7945550","ENSG00000177595","ensembl"
"POLR2L",0,0,0,"7945573","ENSG00000177700","ensembl"
"CHID1",0,0,0,"7945579","ENSG00000177830","ensembl"
"MUC6",0,0,0,"7945595","ENSG00000184956,ENSG00000277518,ENSG00000277281,ENSG00000283350","ensembl"
"TOLLIP",0,0,0,"7945620","ENSG00000078902","ensembl"
"MOB2",0,0,0,"7945631","ENSG00000182208","ensembl"
"DUSP8",0,0,0,"7945641","ENSG00000273793,ENSG00000184545,ENSG00000278165","ensembl"
"KRTAP5-3",0,0,0,"7945652","ENSG00000281191,ENSG00000196224,ENSG00000275920","ensembl"
"KRTAP5-4",0,0,0,"7945657","ENSG00000277068,ENSG00000241598,ENSG00000278620","ensembl"
"LOC402778",0,0,0,"7945663","ENSG00000250644,ENSG00000244242,ENSG00000281618","ensembl"
"CTSD",0,0,0,"7945666","ENSG00000250644,ENSG00000117984","ensembl"
"C11orf89",0,0,0,"7945678","ENSG00000283787","ensembl"
"H19",0,0,0,"7945680","ENSG00000130600,ENSG00000284010","ensembl"
"INS-IGF2",0,0,0,"7945688","ENSG00000129965","ensembl"
"TH",0,0,0,"7945712","ENSG00000180176","ensembl"
"ASCL2",0,0,0,"7945730","ENSG00000183734","ensembl"
"C11orf21",0,0,0,"7945734","ENSG00000110665","ensembl"
"RPL26L1",0,0,0,"7945740","ENSG00000037241,ENSG00000236264","ensembl"
"TRPM5",0,0,0,"7945742","ENSG00000070985","ensembl"
"CDKN1C",0,0,0,"7945767","ENSG00000273707,ENSG00000129757","ensembl"
"SLC22A18AS",0,0,0,"7945774","ENSG00000254827,ENSG00000274454","ensembl"
"PHLDA2",0,0,0,"7945781","ENSG00000274538,ENSG00000181649","ensembl"
"NAP1L4",0,0,0,"7945786","ENSG00000273562,ENSG00000205531","ensembl"
"SNORA54",0,0,0,"7945801","ENSG00000205531,ENSG00000273562,ENSG00000273525,ENSG00000207008","ensembl"
"CARS",0,0,0,"7945803","ENSG00000278191,ENSG00000110619","ensembl"
"OSBPL5",0,0,0,"7945831","ENSG00000021762","ensembl"
